id,name,unit,dataset_id,source_id,description,code,short_unit,timespan,coverage,display,original_metadata
562,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - Brazil 1,pH,0,79,,,,2005 - 2021,,,
563,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - Brasil2_13,pH,0,79,,,,2005 - 2021,,,
564,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - Brazil 2,pH,0,79,,,,2005 - 2021,,,
565,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - Brazil 3,pH,0,79,,,,2005 - 2021,,,
566,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - Brasil3_15,pH,0,79,,,,2005 - 2021,,,
567,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - Brasil4_17,pH,0,79,,,,2005 - 2021,,,
568,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - Brazil 4,pH,0,79,,,,2005 - 2021,,,
569,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - QU39,pH,0,79,,,,2005 - 2021,,,
570,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - KC10,pH,0,79,,,,2005 - 2021,,,
571,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - Canada,pH,0,79,,,,2005 - 2021,,,
572,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - Beaufort Gyre,pH,0,79,,,,2005 - 2021,,,
573,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - Chile,pH,0,79,,,,2005 - 2021,,,
574,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - Bahía Santa Marta,pH,0,79,,,,2005 - 2021,,,
575,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - Bahía Chengue,pH,0,79,,,,2005 - 2021,,,
576,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - GUA OFF 13,pH,0,79,,,,2005 - 2021,,,
577,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - REDCAM,pH,0,79,,,,2005 - 2021,,,
578,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - OS,pH,0,79,,,,2005 - 2021,,,
579,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - ON,pH,0,79,,,,2005 - 2021,,,
580,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - AS,pH,0,79,,,,2005 - 2021,,,
581,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - AN,pH,0,79,,,,2005 - 2021,,,
582,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - GN,pH,0,79,,,,2005 - 2021,,,
583,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - GS,pH,0,79,,,,2005 - 2021,,,
584,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - Colombia,pH,0,79,,,,2005 - 2021,,,
585,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - ESSA1,pH,0,79,,,,2005 - 2021,,,
586,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - ESSA2,pH,0,79,,,,2005 - 2021,,,
587,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - SJA,pH,0,79,,,,2005 - 2021,,,
588,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - ESSA3,pH,0,79,,,,2005 - 2021,,,
589,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - SJA2,pH,0,79,,,,2005 - 2021,,,
590,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - Navuniivi I,pH,0,79,,,,2005 - 2021,,,
591,"14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - Fish Patch, Suva Reef",pH,0,79,,,,2005 - 2021,,,
592,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - F16,pH,0,79,,,,2005 - 2021,,,
593,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - F15,pH,0,79,,,,2005 - 2021,,,
594,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - F13,pH,0,79,,,,2005 - 2021,,,
595,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - CVI,pH,0,79,,,,2005 - 2021,,,
596,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - CV,pH,0,79,,,,2005 - 2021,,,
597,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - BY29,pH,0,79,,,,2005 - 2021,,,
598,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - UUS-23 Langden,pH,0,79,,,,2005 - 2021,,,
599,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - US7,pH,0,79,,,,2005 - 2021,,,
600,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - US6B,pH,0,79,,,,2005 - 2021,,,
601,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - US5B,pH,0,79,,,,2005 - 2021,,,
602,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - US3,pH,0,79,,,,2005 - 2021,,,
603,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - TROSKAH,pH,0,79,,,,2005 - 2021,,,
604,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - SS29,pH,0,79,,,,2005 - 2021,,,
605,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - IU1,pH,0,79,,,,2005 - 2021,,,
606,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - GF2,pH,0,79,,,,2005 - 2021,,,
607,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - GF1,pH,0,79,,,,2005 - 2021,,,
608,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - F69,pH,0,79,,,,2005 - 2021,,,
609,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - F64,pH,0,79,,,,2005 - 2021,,,
610,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - F62,pH,0,79,,,,2005 - 2021,,,
611,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - F33,pH,0,79,,,,2005 - 2021,,,
612,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - SR1A,pH,0,79,,,,2005 - 2021,,,
613,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - RR7,pH,0,79,,,,2005 - 2021,,,
614,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - RR6,pH,0,79,,,,2005 - 2021,,,
615,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - RR3,pH,0,79,,,,2005 - 2021,,,
616,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - MS9,pH,0,79,,,,2005 - 2021,,,
617,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - MS6,pH,0,79,,,,2005 - 2021,,,
618,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - MS3,pH,0,79,,,,2005 - 2021,,,
619,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - BO3,pH,0,79,,,,2005 - 2021,,,
620,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - AMN,pH,0,79,,,,2005 - 2021,,,
621,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - 39A,pH,0,79,,,,2005 - 2021,,,
622,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - F18,pH,0,79,,,,2005 - 2021,,,
623,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - F2,pH,0,79,,,,2005 - 2021,,,
624,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - XV1,pH,0,79,,,,2005 - 2021,,,
625,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - XIV3,pH,0,79,,,,2005 - 2021,,,
626,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - XII3,pH,0,79,,,,2005 - 2021,,,
627,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - LL17,pH,0,79,,,,2005 - 2021,,,
628,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - LL15,pH,0,79,,,,2005 - 2021,,,
629,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - LL12,pH,0,79,,,,2005 - 2021,,,
630,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - LL11,pH,0,79,,,,2005 - 2021,,,
631,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - JML,pH,0,79,,,,2005 - 2021,,,
632,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - IU7,pH,0,79,,,,2005 - 2021,,,
633,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - IU5,pH,0,79,,,,2005 - 2021,,,
634,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - IU3,pH,0,79,,,,2005 - 2021,,,
635,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - LL19,pH,0,79,,,,2005 - 2021,,,
636,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - F26,pH,0,79,,,,2005 - 2021,,,
637,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - LL3A,pH,0,79,,,,2005 - 2021,,,
638,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - LL6A,pH,0,79,,,,2005 - 2021,,,
639,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - SR8,pH,0,79,,,,2005 - 2021,,,
640,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - SR7,pH,0,79,,,,2005 - 2021,,,
641,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - SR5,pH,0,79,,,,2005 - 2021,,,
642,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - SR3,pH,0,79,,,,2005 - 2021,,,
643,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - MS2,pH,0,79,,,,2005 - 2021,,,
644,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - LL9,pH,0,79,,,,2005 - 2021,,,
645,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - LL7S,pH,0,79,,,,2005 - 2021,,,
646,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - LL7,pH,0,79,,,,2005 - 2021,,,
647,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - LL5,pH,0,79,,,,2005 - 2021,,,
648,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - SURATLANT,pH,0,79,,,,2005 - 2021,,,
649,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - OISO-18,pH,0,79,,,,2005 - 2021,,,
650,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - OVIDE-2010,pH,0,79,,,,2005 - 2021,,,
651,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - OISO-19,pH,0,79,,,,2005 - 2021,,,
652,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - OISO-21,pH,0,79,,,,2005 - 2021,,,
653,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - OVIDE-2012,pH,0,79,,,,2005 - 2021,,,
654,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - OISO-22,pH,0,79,,,,2005 - 2021,,,
655,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - OVIDE-2014,pH,0,79,,,,2005 - 2021,,,
656,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - OISO-24,pH,0,79,,,,2005 - 2021,,,
657,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - OISO-26,pH,0,79,,,,2005 - 2021,,,
658,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - OISO-27,pH,0,79,,,,2005 - 2021,,,
659,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - OISO-28,pH,0,79,,,,2005 - 2021,,,
660,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - CLIM-EPARSES,pH,0,79,,,,2005 - 2021,,,
661,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - LN6,pH,0,79,,,,2005 - 2021,,,
662,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - FX9,pH,0,79,,,,2005 - 2021,,,
663,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - ST5,pH,0,79,,,,2005 - 2021,,,
664,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - MedSeA,pH,0,79,,,,2005 - 2021,,,
665,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - Jacqueville,pH,0,79,,,,2005 - 2021,,,
666,14.3.1 - Average marine acidity (pH) measured at agreed suite of representative sampling stations - ER_OAW_MNACD - K2,pH,0,79,,,,2005 - 2021,,,
